,grenoble_m3-2,grenoble_m3-11,grenoble_m3-13,grenoble_m3-14,grenoble_m3-15,grenoble_m3-16,grenoble_m3-18,grenoble_m3-20,grenoble_m3-21,grenoble_m3-22,grenoble_m3-24,grenoble_m3-25,grenoble_m3-26,grenoble_m3-27,grenoble_m3-28,grenoble_m3-30,grenoble_m3-31,grenoble_m3-32,grenoble_m3-177,grenoble_m3-178,grenoble_m3-179,grenoble_m3-181,grenoble_m3-182,grenoble_m3-183,grenoble_m3-184,grenoble_m3-185,grenoble_m3-188,grenoble_m3-189,grenoble_m3-191,grenoble_m3-192,grenoble_m3-193,grenoble_m3-195,grenoble_m3-196,grenoble_m3-197,grenoble_m3-198,grenoble_m3-199,grenoble_m3-200,grenoble_m3-201,grenoble_m3-202,grenoble_m3-203,grenoble_m3-204,grenoble_m3-205,grenoble_m3-207,grenoble_m3-208,grenoble_m3-209,grenoble_m3-210,grenoble_m3-211,grenoble_m3-212,grenoble_m3-214,grenoble_m3-215,grenoble_m3-216,grenoble_m3-218,grenoble_m3-219,grenoble_m3-220,grenoble_m3-221,grenoble_m3-222,grenoble_m3-223,grenoble_m3-224,grenoble_m3-225,grenoble_m3-226,grenoble_m3-227,grenoble_m3-228,grenoble_m3-229,grenoble_m3-230,grenoble_m3-231,grenoble_m3-232,grenoble_m3-233,grenoble_m3-234,grenoble_m3-235,grenoble_m3-236,grenoble_m3-237,grenoble_m3-238,grenoble_m3-239,grenoble_m3-240,grenoble_m3-241,grenoble_m3-244,grenoble_m3-245,grenoble_m3-246,grenoble_m3-247,grenoble_m3-248,grenoble_m3-249,grenoble_m3-250,grenoble_m3-252,grenoble_m3-254,grenoble_m3-255,grenoble_m3-256,grenoble_m3-257,grenoble_m3-259,grenoble_m3-260,grenoble_m3-261,grenoble_m3-264,grenoble_m3-265,grenoble_m3-267,grenoble_m3-269,grenoble_m3-270,grenoble_m3-271,grenoble_m3-272,grenoble_m3-273,grenoble_m3-274,grenoble_m3-275,grenoble_m3-276,grenoble_m3-277,grenoble_m3-278,grenoble_m3-279,grenoble_m3-280,grenoble_m3-282,grenoble_m3-283,grenoble_m3-284,grenoble_m3-285,grenoble_m3-286,grenoble_m3-288,grenoble_m3-289,grenoble_m3-290,grenoble_m3-293,grenoble_m3-297,grenoble_m3-298,grenoble_m3-299,grenoble_m3-303,grenoble_m3-307,grenoble_m3-309,grenoble_m3-310,grenoble_m3-311,grenoble_m3-312,grenoble_m3-313,grenoble_m3-314,grenoble_m3-317,grenoble_m3-318,grenoble_m3-321,grenoble_m3-322,grenoble_m3-324,grenoble_m3-325
grenoble_m3-298,5.3549999999999995,8.395,10.195,3.2249999999999996,3.645,6.545,4.984999999999999,5.665,6.255,19.065,4.475,3.885,8.145,5.195,4.755,3.635,3.335,3.195,5.984999999999999,3.255,24.765,5.0649999999999995,3.165,4.245,33.365,10.205,6.325,30.365,19.565,15.865,29.765,2.655,23.365,4.075,12.765,7.225,22.265,7.919,11.565,6.645,8.559,6.325,13.365,16.788,8.24,9.76,17.865,34.284,8.88,16.965,14.51,8.239,2.675,7.6,11.665,8.247,13.965,3.0149999999999997,16.865,7.936,11.965,3.115,10.405,2.7449999999999997,17.665,9.054,13.965,5.205,7.525,2.595,17.565,6.145,15.165,3.5349999999999997,11.565,12.265,3.955,7.875,5.385,16.865,8.845,5.895,3.795,14.165,39.665000000000006,3.385,28.865,7.555,12.765,5.425,45.565000000000005,20.065,5.475,8.945,24.065,4.005,3.795,4.005,3.895,6.635,4.175,3.375,5.0249999999999995,4.615,22.565,12.765,5.475,4.065,228.465,52.265,16.565,4.765,10.48,9.199,10.481,0.0,7.287,10.159,9.519,20.217,10.648,8.559,18.838,7.286,7.6,0.984,0.923,0.928,0.992,0.992,0.906
grenoble_m3-299,5.457,8.497,10.297,3.327,3.747,6.647,5.087,5.767,6.357,19.167,4.577,3.987,8.247,5.297000000000001,4.857,3.737,3.4370000000000003,3.2969999999999997,6.087,3.357,24.867,5.167,3.2670000000000003,4.3469999999999995,33.467,10.307,6.4270000000000005,30.467,19.667,15.967,29.867,2.7569999999999997,23.467,4.177,12.867,7.327,22.367,3.117,11.667,3.937,37.456,14.535,13.467,8.56,8.56,3.857,17.967,8.559,23.167,17.067,10.66,3.667,2.777,8.559,11.767,8.245,14.067,3.117,16.967,5.4270000000000005,12.067,3.2169999999999996,10.507,2.8469999999999995,17.767,3.846999999999999,14.067,5.307,7.627,2.697,17.667,6.247,15.267,3.637,11.667,12.367,4.057,7.977,5.487,16.967,8.947000000000001,5.997,3.897,14.267,39.767,3.487,28.967,7.657,12.867,5.527,45.667,20.167,5.577,9.047,24.167,4.107,3.897,4.107,3.997,6.737,4.277,3.4770000000000003,5.127,4.7170000000000005,22.667,12.867,5.577,4.167,228.567,52.367,16.667,4.867,8.879,9.839,8.88,7.287,0.0,9.519,8.56,7.92,31.756,21.155,9.841,1.114,8.88,14.041,7.606,39.186,8.561,1.094,1.008
grenoble_m3-303,5.340999999999999,8.381,10.181,3.211,3.631,6.531,4.970999999999999,5.651,6.241,19.051,4.460999999999999,3.871,8.131,5.181,4.741,3.621,3.321,3.181,5.970999999999999,3.241,24.751,5.050999999999999,3.151,4.231,33.351,10.191,6.311,30.351,19.551,15.851,29.751,2.641,23.351,4.061,12.751,7.210999999999999,22.251,3.001,11.551,3.821,20.303,13.221,13.351,8.611,10.131,3.741,17.851,30.965,23.051,16.951,10.391,3.551,2.661,4.491,11.651,8.531,13.951,3.001,16.851,5.311,11.951,3.101,10.391,2.731,17.651,3.731,13.951,5.191,7.510999999999999,2.581,17.551000000000002,6.130999999999999,15.151,3.521,11.551,12.251,3.941,7.861,5.371,16.851,8.831000000000001,5.880999999999999,3.781,14.151,39.651,3.371,28.851,7.541,12.751,5.411,45.551,20.051,5.460999999999999,8.931000000000001,24.051,3.991,3.781,3.991,3.881,6.621,4.161,3.361,5.010999999999999,4.601,22.551,12.751,5.460999999999999,4.051,228.451,52.251,16.551000000000002,4.7509999999999994,8.241,7.921,8.88,10.159,9.519,0.0,9.841,7.6,7.926,10.294,15.583,9.52,9.323,18.891,7.28,9.841,0.978,0.978,42.555
grenoble_m3-307,5.342,8.382,10.182,3.2119999999999997,3.632,6.532,4.9719999999999995,5.652,6.242,19.052000000000003,4.462,3.872,8.132,5.182,4.742,3.622,3.322,3.182,5.9719999999999995,3.242,24.752,5.052,3.152,4.232,33.352,10.192,6.312,30.352,19.552000000000003,15.852,29.752,2.642,23.352,4.062,12.752,7.212,22.252,3.002,11.552,3.822,7.605,6.092,13.352,8.612,10.132,3.742,17.852,25.252,23.052000000000003,16.952,10.392,3.552,2.662,4.492,11.652,8.532,13.952,3.002,16.852,5.312,11.952,3.102,10.392,2.732,17.652,3.732,13.952,5.192,7.512,2.582,17.552000000000003,6.132,15.152,3.522,11.552,12.252,3.942,7.862,5.372,16.852,8.832,5.882,3.782,14.152,39.652,3.372,28.852,7.542,12.752,5.412,45.552,20.052000000000003,5.462,8.932,24.052000000000003,3.992,3.782,3.992,3.882,6.622,4.162,3.362,5.012,4.602,22.552000000000003,12.752,5.462,4.0520000000000005,228.452,52.251999999999995,16.552000000000003,4.752,7.599,16.601,8.239,9.519,8.56,9.841,0.0,8.56,12.532,8.428,7.925,7.279,10.321,6.965,8.879,8.247,8.879,6.326,33.592
grenoble_m3-309,5.41,8.45,10.25,3.28,3.7,6.6,5.039999999999999,5.720000000000001,6.3100000000000005,19.12,4.529999999999999,3.94,8.2,5.25,4.8100000000000005,3.69,3.39,3.25,6.039999999999999,3.31,24.82,5.119999999999999,3.22,4.3,33.42,10.26,6.380000000000001,30.42,19.62,15.92,29.82,2.71,23.42,4.13,12.82,7.279999999999999,22.32,3.07,11.62,3.89,7.92,6.16,13.42,8.68,10.2,3.81,17.919999999999998,25.32,23.12,17.02,10.46,3.62,2.73,4.5600000000000005,11.72,8.6,14.02,3.07,16.919999999999998,5.380000000000001,12.02,3.17,10.46,2.8,17.72,3.8,14.02,5.26,7.58,2.65,17.62,6.199999999999999,15.22,3.59,11.62,12.32,4.01,7.93,5.4399999999999995,16.919999999999998,8.9,5.949999999999999,3.85,14.22,39.720000000000006,3.44,28.92,7.609999999999999,12.82,5.48,45.620000000000005,20.12,5.529999999999999,9.0,24.12,4.0600000000000005,3.85,4.0600000000000005,3.95,6.6899999999999995,4.23,3.43,5.08,4.67,22.62,12.82,5.529999999999999,4.12,228.52,52.32,16.62,4.82,8.239,8.88,25.057,20.217,7.92,7.6,8.56,0.0,13.494,8.881,8.56,29.529,8.24,8.246,8.881,8.24,10.16,26.376,8.56
grenoble_m3-310,5.335,8.375,10.175,3.2049999999999996,3.625,6.525,4.965,5.6450000000000005,6.235,19.045,4.455,3.865,8.125,5.175000000000001,4.735,3.615,3.315,3.175,5.965,3.235,24.745,5.045,3.145,4.225,33.345,10.185,6.305000000000001,30.345,19.545,15.845,29.745,2.635,23.345,4.055,12.745,7.205,22.245,2.9949999999999997,11.545,3.815,8.559,6.085,13.345,8.605,10.125,3.735,17.845,25.245,23.045,16.945,10.385,3.545,2.655,4.485,11.645,8.525,13.945,2.9949999999999997,16.845,5.305000000000001,11.945,3.095,10.385,2.7249999999999996,17.645,3.725,13.945,5.1850000000000005,7.505,2.5749999999999997,17.545,6.125,15.145,3.5149999999999997,11.545,12.245,3.935,7.855,5.365,16.845,8.825000000000001,5.875,3.775,14.145,39.645,3.365,28.845,7.535,12.745,5.405,45.545,20.045,5.455,8.925,24.045,3.985,3.775,3.985,3.875,6.615,4.155,3.355,5.005,4.595000000000001,22.545,12.745,5.455,4.045,228.445,52.245,16.545,4.745,8.24,6.645,7.921,10.648,31.756,7.926,12.532,13.494,0.0,8.56,6.646,15.865,8.24,9.849,10.479,9.208,20.813,8.56,7.28
grenoble_m3-311,5.3999999999999995,8.44,10.24,3.2699999999999996,3.69,6.59,5.029999999999999,5.71,6.3,19.110000000000003,4.52,3.93,8.19,5.24,4.8,3.68,3.38,3.24,6.029999999999999,3.3,24.81,5.109999999999999,3.21,4.29,33.41,10.25,6.37,30.41,19.610000000000003,15.91,29.81,2.7,23.41,4.12,12.81,7.27,22.31,3.0599999999999996,11.61,3.88,12.61,6.1499999999999995,13.41,8.67,10.19,3.8,17.91,25.31,23.110000000000003,17.01,10.45,3.61,2.72,4.55,11.71,8.59,14.01,3.0599999999999996,16.91,5.37,12.01,3.16,10.45,2.79,17.71,3.79,14.01,5.25,7.569999999999999,2.6399999999999997,17.610000000000003,6.1899999999999995,15.21,3.58,11.61,12.31,4.0,7.92,5.43,16.91,8.89,5.9399999999999995,3.84,14.21,39.71,3.4299999999999997,28.91,7.6,12.81,5.47,45.61,20.110000000000003,5.52,8.99,24.110000000000003,4.05,3.84,4.05,3.94,6.68,4.22,3.42,5.069999999999999,4.66,22.610000000000003,12.81,5.52,4.11,228.51,52.309999999999995,16.610000000000003,4.81,8.88,51.073,6.64,8.559,21.155,10.294,8.428,8.881,8.56,0.0,7.919,21.907,8.879,8.88,9.519,8.879,15.545,7.601,23.166
grenoble_m3-312,5.305,8.344999999999999,10.145,3.175,3.595,6.495,4.935,5.615,6.205,19.015,4.425,3.835,8.094999999999999,5.1450000000000005,4.705,3.585,3.285,3.145,5.935,3.205,24.715,5.015,3.115,4.194999999999999,33.315,10.155,6.275,30.315,19.515,15.815,29.715,2.605,23.315,4.0249999999999995,12.715,7.175,22.215,2.965,11.515,3.785,7.286,6.055,13.315,8.575,10.095,3.705,17.814999999999998,25.215,23.015,16.915,10.355,3.515,2.625,4.455,11.614999999999998,8.495,13.915,2.965,16.814999999999998,5.275,11.915,3.065,10.355,2.695,17.615,3.695,13.915,5.155,7.475,2.545,17.515,6.095,15.114999999999998,3.485,11.515,12.215,3.905,7.825,5.335,16.814999999999998,8.795,5.845,3.745,14.114999999999998,39.615,3.335,28.815,7.505,12.715,5.375,45.515,20.015,5.425,8.895,24.015,3.955,3.745,3.955,3.845,6.585,4.125,3.325,4.975,4.565,22.515,12.715,5.425,4.015,228.415,52.215,16.515,4.715,127.415,7.6,7.919,18.838,9.841,15.583,7.925,8.56,6.646,7.919,0.0,7.288,8.561,9.2,9.137,7.926,15.502,7.285,9.718
grenoble_m3-313,5.436999999999999,8.477,10.277,3.307,3.727,6.627,5.066999999999999,5.747,6.337,19.147,4.5569999999999995,3.967,8.227,5.277,4.837,3.717,3.4170000000000003,3.277,6.066999999999999,3.337,24.847,5.146999999999999,3.2470000000000003,4.327,33.446999999999996,10.287,6.407,30.447,19.647,15.947,29.847,2.737,23.447,4.157,12.847,7.307,22.347,3.097,11.647,3.917,12.647,6.186999999999999,13.447,8.707,10.227,3.837,17.947,25.347,23.147,17.047,10.487,3.647,2.757,4.587,11.747,8.627,14.047,3.097,16.947,5.407,12.047,3.197,10.487,2.827,17.747,3.827,14.047,5.287,7.606999999999999,2.677,17.647000000000002,6.226999999999999,15.247,3.617,11.647,12.347,4.037,7.957,5.467,16.947,8.927000000000001,5.976999999999999,3.877,14.247,39.747,3.467,28.947,7.637,12.847,5.507,45.647,20.147,5.5569999999999995,9.027,24.147,4.087,3.877,4.087,3.977,6.717,4.257,3.4570000000000003,5.106999999999999,4.697,22.647,12.847,5.5569999999999995,4.147,228.547,52.346999999999994,16.647000000000002,4.8469999999999995,127.547,1.026,7.929,7.286,1.114,9.52,7.279,29.529,15.865,21.907,7.288,0.0,9.201,7.28,9.201,11.078,7.427,7.919,16.834
grenoble_m3-314,5.481,8.520999999999999,10.321,3.351,3.771,6.671,5.111,5.791,6.381,19.191000000000003,4.601,4.011,8.270999999999999,5.321000000000001,4.881,3.761,3.4610000000000003,3.3209999999999997,6.111,3.381,24.891,5.191,3.2910000000000004,4.371,33.491,10.331,6.4510000000000005,30.491,19.691000000000003,15.991,29.891,2.7809999999999997,23.491,4.201,12.891,7.351,22.391,3.141,11.691,3.961,64.779,6.231,13.491,8.751,10.271,3.881,17.991,25.391,23.191000000000003,17.091,10.531,3.691,2.801,4.631,11.791,8.671,14.091,3.141,16.991,5.4510000000000005,12.091,3.2409999999999997,10.531,2.8709999999999996,17.791,3.871,14.091,5.331,7.651,2.721,17.691000000000003,6.271,15.291,3.661,11.691,12.391,4.081,8.001,5.511,16.991,8.971,6.021,3.921,14.291,39.791,3.511,28.991,7.681,12.891,5.551,45.691,20.191000000000003,5.601,9.071,24.191000000000003,4.131,3.921,4.131,4.021,6.761,4.301,3.5010000000000003,5.151,4.7410000000000005,22.691000000000003,12.891,5.601,4.191,228.591,52.391,16.691000000000003,4.891,10.48,1.0699999999999998,15.514,7.6,8.88,9.323,10.321,8.24,8.24,8.879,8.561,9.201,0.0,8.24,7.92,8.249,10.939,8.56,24.094
grenoble_m3-317,5.409,8.449,10.249,3.279,3.699,6.599,5.039,5.719,6.309,19.119,4.529,3.939,8.199,5.2490000000000006,4.809,3.689,3.389,3.249,6.039,3.309,24.819,5.119,3.2190000000000003,4.2989999999999995,33.419,10.259,6.379,30.418999999999997,19.619,15.919,29.819,2.709,23.418999999999997,4.129,12.819,7.279,22.319,3.069,11.619,3.889,12.619,6.159,13.419,8.679,10.199,3.809,17.918999999999997,25.319,23.119,17.019,10.459,3.619,2.729,4.559,11.719,8.599,14.019,3.069,16.918999999999997,5.379,12.019,3.169,10.459,2.799,17.718999999999998,3.799,14.019,5.259,7.579,2.649,17.619,6.199,15.219,3.589,11.619,12.319,4.009,7.929,5.439,16.918999999999997,8.899000000000001,5.949,3.849,14.219,39.719,3.439,28.918999999999997,7.609,12.819,5.479,45.619,20.119,5.529,8.999,24.119,4.059,3.849,4.059,3.949,6.689,4.229,3.4290000000000003,5.079,4.6690000000000005,22.619,12.819,5.529,4.119,228.519,52.319,16.619,4.819,127.519,0.998,7.6,0.984,14.041,18.891,6.965,8.246,9.849,8.88,9.2,7.28,8.24,0.0,7.921,7.6,19.801,9.201,17.146
grenoble_m3-318,5.348,8.388,10.188,3.218,3.638,6.538,4.978,5.658,6.248,19.058,4.468,3.878,8.138,5.188000000000001,4.748,3.628,3.3280000000000003,3.188,5.978,3.248,24.758,5.058,3.1580000000000004,4.2379999999999995,33.358,10.198,6.3180000000000005,30.357999999999997,19.558,15.858,29.758,2.648,23.357999999999997,4.068,12.758,7.218,22.258,3.008,11.558,3.828,12.558,6.098,13.358,8.618,10.138,3.748,17.857999999999997,25.258,23.058,16.958,10.398,3.5580000000000003,2.668,4.498,11.658,8.538,13.958,3.008,16.857999999999997,5.3180000000000005,11.958,3.108,10.398,2.738,17.657999999999998,3.738,13.958,5.198,7.518,2.588,17.558,6.138,15.158,3.528,11.558,12.258,3.948,7.868,5.378,16.857999999999997,8.838000000000001,5.888,3.788,14.158,39.658,3.378,28.857999999999997,7.548,12.758,5.418,45.558,20.058,5.468,8.938,24.058,3.998,3.788,3.998,3.888,6.628,4.168,3.3680000000000003,5.018,4.6080000000000005,22.558,12.758,5.468,4.058,228.458,52.258,16.558,4.758,127.458,0.937,36.664,0.923,7.606,7.28,8.879,8.881,10.479,9.519,9.137,9.201,7.92,7.921,0.0,9.52,6.326,9.519,8.24
grenoble_m3-321,5.353,8.392999999999999,10.193,3.223,3.643,6.543,4.983,5.663,6.253,19.063,4.473,3.883,8.142999999999999,5.1930000000000005,4.753,3.633,3.333,3.193,5.983,3.253,24.763,5.063,3.1630000000000003,4.242999999999999,33.363,10.203,6.323,30.363,19.563,15.863,29.763,2.653,23.363,4.0729999999999995,12.763,7.223,22.263,3.013,11.563,3.833,12.563,6.103,13.363,8.623,10.143,3.753,17.863,25.263,23.063,16.963,10.403,3.563,2.673,4.503,11.662999999999998,8.543,13.963,3.013,16.863,5.323,11.963,3.113,10.403,2.743,17.663,3.743,13.963,5.203,7.523,2.593,17.563000000000002,6.143,15.162999999999998,3.533,11.563,12.263,3.953,7.873,5.383,16.863,8.843,5.893,3.793,14.162999999999998,39.663,3.383,28.863,7.553,12.763,5.423,45.563,20.063,5.473,8.943,24.063,4.003,3.793,4.003,3.893,6.633,4.173,3.373,5.023,4.613,22.563,12.763,5.473,4.063,228.463,52.263,16.563000000000002,4.763,127.463,0.942,0.871,0.928,39.186,9.841,8.247,8.24,9.208,8.879,7.926,11.078,8.249,7.6,9.52,0.0,6.639,8.56,6.96
grenoble_m3-322,5.417,8.456999999999999,10.257,3.287,3.707,6.607,5.047,5.727,6.317,19.127,4.537,3.947,8.206999999999999,5.257000000000001,4.817,3.697,3.397,3.257,6.047,3.317,24.827,5.127,3.2270000000000003,4.3069999999999995,33.427,10.267,6.3870000000000005,30.427,19.627,15.927,29.827,2.717,23.427,4.137,12.827,7.287,22.327,3.077,11.627,3.897,12.627,6.167,13.427,8.687,10.207,3.817,17.927,25.327,23.127,17.027,10.467,3.627,2.737,4.567,11.727,8.607,14.027,3.077,16.927,5.3870000000000005,12.027,3.177,10.467,2.807,17.727,3.807,14.027,5.267,7.587,2.657,17.627000000000002,6.207,15.227,3.597,11.627,12.327,4.017,7.937,5.447,16.927,8.907,5.957,3.857,14.227,39.727,3.447,28.927,7.617,12.827,5.487,45.627,20.127,5.537,9.007,24.127,4.067,3.857,4.067,3.957,6.697,4.237,3.4370000000000003,5.087,4.6770000000000005,22.627,12.827,5.537,4.127,228.527,52.327,16.627000000000002,4.827,127.527,1.006,0.935,0.992,8.561,0.978,8.879,10.16,20.813,15.545,15.502,7.427,10.939,19.801,6.326,6.639,0.0,7.926,7.919
grenoble_m3-324,5.417,8.456999999999999,10.257,3.287,3.707,6.607,5.047,5.727,6.317,19.127,4.537,3.947,8.206999999999999,5.257000000000001,4.817,3.697,3.397,3.257,6.047,3.317,24.827,5.127,3.2270000000000003,4.3069999999999995,33.427,10.267,6.3870000000000005,30.427,19.627,15.927,29.827,2.717,23.427,4.137,12.827,7.287,22.327,3.077,11.627,3.897,12.627,6.167,13.427,8.687,10.207,3.817,17.927,25.327,23.127,17.027,10.467,3.627,2.737,4.567,11.727,8.607,14.027,3.077,16.927,5.3870000000000005,12.027,3.177,10.467,2.807,17.727,3.807,14.027,5.267,7.587,2.657,17.627000000000002,6.207,15.227,3.597,11.627,12.327,4.017,7.937,5.447,16.927,8.907,5.957,3.857,14.227,39.727,3.447,28.927,7.617,12.827,5.487,45.627,20.127,5.537,9.007,24.127,4.067,3.857,4.067,3.957,6.697,4.237,3.4370000000000003,5.087,4.6770000000000005,22.627,12.827,5.537,4.127,228.527,52.327,16.627000000000002,4.827,127.527,1.006,0.935,0.992,1.094,0.978,6.326,26.376,8.56,7.601,7.285,7.919,8.56,9.201,9.519,8.56,7.926,0.0,8.56
grenoble_m3-325,5.3309999999999995,8.371,10.171,3.2009999999999996,3.621,6.521,4.960999999999999,5.641,6.231,19.041,4.451,3.861,8.121,5.171,4.731,3.611,3.311,3.171,5.960999999999999,3.231,24.741,5.0409999999999995,3.141,4.221,33.341,10.181,6.301,30.341,19.541,15.841,29.741,2.631,23.341,4.051,12.741,7.201,22.241,2.9909999999999997,11.541,3.811,12.541,6.0809999999999995,13.341,8.601,10.121,3.731,17.840999999999998,25.241,23.041,16.941,10.381,3.541,2.651,4.481,11.641,8.521,13.941,2.9909999999999997,16.840999999999998,5.301,11.941,3.0909999999999997,10.381,2.7209999999999996,17.641,3.721,13.941,5.181,7.501,2.5709999999999997,17.541,6.121,15.141,3.5109999999999997,11.541,12.241,3.931,7.851,5.361,16.840999999999998,8.821000000000002,5.871,3.771,14.141,39.641000000000005,3.361,28.841,7.531,12.741,5.401,45.541,20.041,5.451,8.921000000000001,24.041,3.981,3.771,3.981,3.871,6.611,4.151,3.351,5.0009999999999994,4.591,22.541,12.741,5.451,4.041,228.441,52.241,16.541,4.741,127.441,0.92,0.849,0.906,1.008,42.555,33.592,8.56,7.28,23.166,9.718,16.834,24.094,17.146,8.24,6.96,7.919,8.56,0.0
